"ID","Sex_R","BirthYear","Age","AgeClass","SampleYear","Strongyles","RTL","qPCRPlate","qPCRRow","Survival"
4610,"Females",2001,0,"Lambs",2001,700,1.49178589824828,18,"H",0
4569,"Males",2001,0,"Lambs",2001,1900,1.48192941435243,18,"F",0
4594,"Males",2001,0,"Lambs",2001,1200,1.72465605146602,19,"C",0
7246,"Females",2009,0,"Lambs",2009,200,1.87914112240048,19,"E",0
6679,"Females",2007,0,"Lambs",2007,200,1.69965449016861,19,"F",1
7329,"Females",2009,0,"Lambs",2009,50,1.78407415530743,19,"H",0
4667,"Females",2001,0,"Lambs",2001,1000,1.75511668817314,19,"D",0
6714,"Females",2007,0,"Lambs",2007,400,1.39541669625695,19,"E",0
7152,"Males",2009,0,"Lambs",2009,1100,2.1976244188592,19,"H",0
8780,"Females",2012,0,"Lambs",2012,0,1.80303733509475,19,"D",1
4647,"Females",2001,0,"Lambs",2001,1500,1.96318379994391,19,"H",0
4592,"Females",2001,0,"Lambs",2001,300,1.92538534558466,19,"B",0
6583,"Females",2007,0,"Lambs",2007,300,1.58269086895205,19,"F",1
6659,"Females",2007,0,"Lambs",2007,0,1.66674687058286,19,"G",0
4651,"Females",2001,0,"Lambs",2001,2000,2.39500178554373,19,"B",0
7163,"Females",2009,0,"Lambs",2009,100,2.16716803931873,19,"D",1
4589,"Females",2001,0,"Lambs",2001,1300,2.00750475324113,20,"B",0
4636,"Females",2001,0,"Lambs",2001,800,1.96756067780468,20,"B",1
6585,"Females",2007,0,"Lambs",2007,800,1.66627999926139,20,"G",1
8730,"Females",2012,0,"Lambs",2012,0,1.67917460686246,20,"C",1
6715,"Females",2007,0,"Lambs",2007,200,2.08241641253268,20,"B",1
6616,"Males",2007,0,"Lambs",2007,100,1.63939680064492,20,"G",1
4602,"Females",2001,0,"Lambs",2001,200,1.9302839507947,20,"E",0
8794,"Females",2012,0,"Lambs",2012,50,1.71688152725635,20,"F",1
6716,"Males",2007,0,"Lambs",2007,100,2.04949370589725,81,"A",1
6652,"Males",2007,0,"Lambs",2007,200,1.75999636247293,81,"B",0
6035,"Males",2004,0,"Lambs",2004,1600,2.20223198760592,21,"F",0
6947,"Females",2008,0,"Lambs",2008,800,1.73642266948906,21,"A",0
6858,"Females",2008,0,"Lambs",2008,100,2.01496738871329,21,"B",0
4471,"Males",2000,0,"Lambs",2000,600,1.84854465768538,21,"H",1
6114,"Males",2005,0,"Lambs",2005,700,1.49650047319561,21,"F",1
6165,"Females",2005,0,"Lambs",2005,0,1.65825102935945,21,"G",0
4463,"Males",2000,0,"Lambs",2000,300,2.21609613817004,21,"C",1
5901,"Males",2004,0,"Lambs",2004,200,2.40755637712449,95,"B",0
6876,"Females",2008,0,"Lambs",2008,0,2.05643345991817,22,"H",0
5874,"Males",2004,0,"Lambs",2004,400,2.03900711214426,22,"C",0
4454,"Females",2000,0,"Lambs",2000,100,1.89404525108011,22,"F",1
4459,"Females",2000,0,"Lambs",2000,200,1.59940069434155,22,"G",1
6950,"Females",2008,0,"Lambs",2008,300,1.61741873361169,22,"H",0
6897,"Females",2008,0,"Lambs",2008,300,1.98838738799258,22,"C",0
6872,"Males",2008,0,"Lambs",2008,600,2.1291976947426,23,"B",0
5820,"Females",2004,0,"Lambs",2004,3800,2.31135928650749,23,"D",0
5990,"Males",2004,0,"Lambs",2004,1500,2.23908725950314,23,"F",0
6155,"Females",2005,0,"Lambs",2005,300,1.59148667161081,23,"B",1
4518,"Females",2000,0,"Lambs",2000,400,1.64300530552181,23,"C",1
4510,"Females",2000,0,"Lambs",2000,400,2.22006297757173,23,"A",1
6857,"Females",2008,0,"Lambs",2008,600,2.43409514254486,23,"D",1
4353,"Males",2000,0,"Lambs",2000,400,2.021713831601,23,"E",1
5919,"Males",2004,0,"Lambs",2004,200,2.09372507188137,23,"D",0
5992,"Females",2004,0,"Lambs",2004,400,2.02892770100439,23,"F",0
6855,"Females",2008,0,"Lambs",2008,1000,2.14607972418042,23,"A",0
7088,"Females",2008,0,"Lambs",2008,800,1.9384446201935,23,"C",0
4519,"Males",2000,0,"Lambs",2000,2100,2.44037817250297,23,"D",0
6032,"Females",2004,0,"Lambs",2004,1000,1.94307129076763,24,"G",0
6884,"Males",2008,0,"Lambs",2008,1100,1.93790896689237,24,"D",1
6898,"Males",2008,0,"Lambs",2008,200,2.14823595531643,24,"H",1
9012,"Males",2013,0,"Lambs",2013,600,1.90791990677894,24,"G",1
6845,"Males",2008,0,"Lambs",2008,50,2.02415206040792,24,"A",0
6944,"Males",2008,0,"Lambs",2008,500,2.13944361421886,24,"H",1
5895,"Females",2004,0,"Lambs",2004,100,1.94252304649282,24,"D",0
5815,"Females",2004,0,"Lambs",2004,1000,1.90527431992035,24,"E",0
9211,"Females",2013,0,"Lambs",2013,900,2.6343658889677,24,"D",1
6197,"Females",2005,0,"Lambs",2005,400,1.84615493227463,25,"D",0
6902,"Males",2008,0,"Lambs",2008,600,1.60928670600556,25,"A",0
5734,"Males",2004,0,"Lambs",2004,1800,2.31935466844261,25,"F",0
6103,"Females",2005,0,"Lambs",2005,800,2.2620524245716,25,"B",0
4507,"Males",2000,0,"Lambs",2000,600,2.00945857564929,25,"C",1
5890,"Males",2004,0,"Lambs",2004,600,2.29663662440982,26,"B",0
6202,"Males",2005,0,"Lambs",2005,1000,2.03959545054478,26,"F",1
5898,"Males",2004,0,"Lambs",2004,2600,1.95420107489532,26,"H",0
6152,"Males",2005,0,"Lambs",2005,800,1.69748073413319,26,"A",0
5752,"Females",2004,0,"Lambs",2004,800,1.67437818195444,26,"F",0
5797,"Females",2004,0,"Lambs",2004,1400,1.81071074433351,26,"G",0
6957,"Males",2008,0,"Lambs",2008,400,1.78382433519768,26,"H",1
6125,"Females",2005,0,"Lambs",2005,2400,1.90771727524743,26,"E",1
5981,"Females",2004,0,"Lambs",2004,4800,2.1652778708036,26,"A",0
6826,"Males",2008,0,"Lambs",2008,100,1.92083687463026,26,"G",0
5731,"Males",2004,0,"Lambs",2004,600,2.08589850685681,27,"B",0
4506,"Females",2000,0,"Lambs",2000,400,1.99158349091678,27,"F",0
4375,"Males",2000,0,"Lambs",2000,500,1.92725999470733,27,"D",1
5925,"Females",2004,0,"Lambs",2004,1000,1.89065326188144,27,"F",0
6304,"Females",2005,0,"Lambs",2005,200,2.22970071416471,27,"B",1
5741,"Females",2004,0,"Lambs",2004,400,1.64537995876083,27,"E",1
5834,"Males",2004,0,"Lambs",2004,800,2.09577008888181,27,"G",0
4504,"Females",2000,0,"Lambs",2000,1600,2.17896022282744,28,"A",1
5907,"Females",2004,0,"Lambs",2004,800,2.09992901073369,28,"F",0
5801,"Males",2004,0,"Lambs",2004,600,1.80620989070852,28,"B",0
6955,"Males",2008,0,"Lambs",2008,300,1.59407008992324,28,"A",0
6919,"Males",2008,0,"Lambs",2008,50,2.19431597964404,28,"B",0
5732,"Males",2004,0,"Lambs",2004,1000,1.99596849810071,29,"B",0
6875,"Females",2008,0,"Lambs",2008,300,1.76397080625699,29,"A",0
5993,"Females",2004,0,"Lambs",2004,400,1.81056593777207,29,"F",0
4515,"Males",2000,0,"Lambs",2000,1200,1.92123668923767,29,"G",1
4444,"Females",2000,0,"Lambs",2000,200,2.02213352878361,29,"H",0
5904,"Females",2004,0,"Lambs",2004,100,1.99306794217575,29,"H",0
6886,"Males",2008,0,"Lambs",2008,400,1.85779025780766,29,"E",1
5930,"Females",2004,0,"Lambs",2004,900,1.91308761264067,29,"G",0
5988,"Males",2004,0,"Lambs",2004,1700,1.8287286349686,29,"D",0
6931,"Females",2008,0,"Lambs",2008,200,2.13278313059193,29,"E",0
5840,"Males",2004,0,"Lambs",2004,1200,2.10545985166496,29,"D",0
6163,"Males",2005,0,"Lambs",2005,1400,1.72075220250604,29,"G",0
4366,"Females",2000,0,"Lambs",2000,100,2.50244698969259,30,"A",1
4418,"Males",2000,0,"Lambs",2000,700,2.00154722121544,30,"C",1
9023,"Females",2013,0,"Lambs",2013,300,2.23919332370599,30,"G",1
5900,"Females",2004,0,"Lambs",2004,900,2.12518953841801,30,"H",0
6090,"Females",2005,0,"Lambs",2005,200,1.64001813619421,30,"B",0
6980,"Males",2008,0,"Lambs",2008,300,1.62224511604599,30,"G",0
4337,"Males",2000,0,"Lambs",2000,200,2.08615368080724,30,"C",1
5833,"Females",2004,0,"Lambs",2004,600,2.0761679233044,30,"E",0
5921,"Males",2004,0,"Lambs",2004,300,2.14710340862813,30,"G",0
6174,"Females",2005,0,"Lambs",2005,700,1.80738213160897,30,"F",1
6869,"Males",2008,0,"Lambs",2008,100,2.0472108827141,31,"G",1
6939,"Females",2008,0,"Lambs",2008,1200,1.94731387559472,31,"C",1
4395,"Females",2000,0,"Lambs",2000,200,2.16292433943503,31,"A",1
5778,"Females",2004,0,"Lambs",2004,800,1.87296866871839,31,"C",0
6020,"Females",2004,0,"Lambs",2004,400,2.20382138485687,31,"D",0
9126,"Males",2013,0,"Lambs",2013,400,2.06567892807854,31,"B",1
